			
			
			
DESCRIPTION	     PART NUMBER	UnitPrice	Currency
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	21000	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	14000	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	14750	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	37800	USD
INDICATOR-LIGHT	ABS1436G1	2450	USD
PART KIT	531266D15R05	3200	USD
LIGHT-INDICATOR	E0070B1-07	400	USD
	AS43013-212	7.24	USD
BATTERY	024147-000	18536	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	17000	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	18000	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	19000	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	21000	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	14500	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	17000	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	16000	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	14500	USD
TOTAL AIR TEMPERATURE SENSOR	102AH2AG	14950	USD
BALLAST UNIT	4197-20-04	650	USD
INDICATOR	1605100-01	7500	USD
PRESSURE REGULATOR AND SHUTOFF VALVE	3214552-6	65000	USD
BOOT ASSY	170-55400-401	955	USD
INDICATOR-LIGHT	ABS1436G1	1649	USD
SEAL -FLAP INNER	D5757184000400	2260	USD
EXCITER - IGNITION-APU	3888058-5	20535	USD
Latch, Lockdown     	3530-0352-01	160	USD
 LIGHT-READING, LED	2LA455962-00 	600	USD
RESTRAINT SYSTEM	2100011-03	4117.15	USD
PROBE-MASTER	1B9102P	16371	USD
CONTROLLER, WINDSHIELD TEMPERATURE 	789714-4	93000	USD
BOX, STOWAGE, O2 MASK	MXP411-3	5500	USD
BOX, STOWAGE, O2 MASK	MXP411-3	11650	USD
EXCITER, IGNITION	WE3876295-6 	49000	USD
CONTROLLER, APU (FADEC) 	2118990-3	200000	USD
CONTROLLER, APU (FADEC) 	2118990-3	750000	USD
Microswitch assy 	3AAE0575501	280	USD
Brake Control Unit	GW415-7125-9	377000	USD
BCU	GW415-7125-9	377000	USD
NOSE WHEEL	3-1560	24500	USD
NOSE WHEEL	3-1560	24500	USD
WHEEL ASSY, MLG	27350-107	218500	USD
PILOT SEAT HYD ACTUATOR	VE4848DZ100N	884.71	USD
PILOT SEAT HYD ACTUATOR	VE4848DZ100N	747.58	USD
" 	DISPLAY UNIT"	" 	C19298AF05"	34000	USD
" 	DISPLAY UNIT"	" 	C19298AF05"	27500	USD
" 	DISPLAY UNIT"	" 	C19298AF05"	163000	USD
" 	DISPLAY UNIT"	" 	C19298AF05"	31000	USD
" 	DISPLAY UNIT"	" 	C19298AF05"	180000	USD
" 	DISPLAY UNIT"	" 	C19298AF05"	138500	USD
" 	DISPLAY UNIT"	" 	C19298AF05"	125000	USD
GUIDE, SECTOR CPRSR STTR	" 	1559M36P02"	440	USD
 LIGHT-READING, LED	2LA455962-00 	260	USD
VALVE,SHUTOFF.	979998-2	4000	USD
TCAS TRANSMITTER	822-1293-033 	75000	USD
VALVE,SHUTOFF.	979998-2	8100	USD
VALVE,SHUTOFF.	979998-2	9995	USD
VALVE,SHUTOFF.	979998-2	8500	USD
VALVE,SHUTOFF.	979998-2	6500	USD
CVR RIPS	100-2010-101	28942.43	USD
TCAS TRANSMITTER	822-1293-033 	50000	USD
TCAS TRANSMITTER	822-1293-033 	53000	USD
ROTOR ASSEMBLY	2610611-750	10277.79	USD
ROTOR	2610611-700	7250.73	USD
ROTOR	2610611-660	6420.72	USD
ROTOR ASSEMBLY	2610611-750	10117.99	USD
Computer AHRS	7003360-941	27500	USD
VALVE-SURGE CONTROL	3291238-2	20000	USD
SHUTOFF VALVE	979998-1	1500	USD
" 	DISPLAY UNIT"	" 	C19298AF05"	150000	USD
RESTRAINT SYSTEM	2100011-03	5000	USD
" 	BEARING 4 RLR "	340-167-902-0	55000	USD
ACTUATOR, SERVO AILERON	622-4404-101	9100	USD
ROTOR ASSEMBLY	2610611-750	2295.6	USD
ROTOR	2610611-700	2238	USD
ROTOR	2610611-660	2120.4	USD
GROMMET-SENSING ELEMENT	324351	42.49	USD
VALVE,SHUTOFF.	979998-2	6500	USD
TCAS TRANSMITTER	822-1293-033 	59000	USD
PRIMARY ACTUATOR CONTROL UNIT	7028273-802	40000	USD
ACTUATOR, SERVO AILERON	622-4404-101	6800	USD
FILTER	3179746-1	1240	USD
VALVE,SHUTOFF.	979998-2	4000	USD
SCREW	MS24693-C46	0.72	USD
WEB-WEB/STOP-WEB	504636-1	30.63	USD
TELEX AIRMAN HEADSET	AIRMAN8-0210	791	USD
HPSOV	802170-10	26300	USD
IGNITER-BOSS, SPARK	741075	1500	USD
IGNITER-BOSS, SPARK	741075	2330.15	USD
Actuator	D23090000-6	2000	USD
HARNESS	325-025-702-0	6250	USD
VALVE-LPT ACC	2123M21P04	56000	USD
VALVE-LPT ACC	2123M21P04	115000	USD
Actuator	D23090000-6	4200	USD
PASSENGER DOOR ACTUATOR MOTOR	GS321-0591-9	179000	USD
BATTERY KIT	S1820516-99	982.25	USD
MODULE ASSY	11-6537-7	1500	USD
HARNESS	325-025-702-0	5950	USD
HARNESS	325-025-702-0	7000	USD
HARNESS	325-025-702-0	5950	USD
HARNESS	325-025-702-0	4500	USD
HARNESS	325-025-702-0	15000	USD
RCVR	9599-607-19993	30000	USD
INDICATOR-LIGHT	ABS1436G1	4990	USD
Actuator	D23090000-6	3000	USD
HPSOV	802170-10	24000	USD
Actuator	D23090000-6	800	USD
HPSOV	802170-10	23000	USD
OVEN	8203-11-0000-01	8375	USD
HPSOV	802170-10	17950	USD
SWITCH	11-6537-9	4918.27	USD
SWITCH	11-6537-9	4742.62	USD
CONNECTOR	BACC63CR22G399	2229.69	USD
TELEX AIRMAN HEADSET	AIRMAN8-0210	704.87	USD
DOCKING STATION-EFB LAPTO	822-2773-002	26750	USD
COMPENSATOR	20202-02	24977.5	USD
AIR BUTTERFLY VALVE	V2T152D	275	USD
SHUTOFF VALVE	979998-1	4000	USD
AIR BUTTERFLY VALVE	V2T152D	8125	USD
LIGHT TAXI - NOSE GEAR	50-0342-1	3600	USD
LIGHT TAXI - NOSE GEAR	50-0342-1	21989	USD
GASKET, FLANGE SEAL	2597M60P01	1350	USD
PM AIOP MODULE	7028432-1902	35000	USD
ACTUATOR ASSY-FLAP 3L,4L	C158388-1	25000	USD
HARNESS	325-025-702-0	13000	USD
TCAS TRANSMITTER	822-1293-033 	63000	USD
" 	BEARING 4 RLR "	340-167-902-0	62400	USD
HARNESS	325-025-702-0	8950	USD
PM AIOP MODULE	7028432-1902	25000	USD
LIGHT TAXI - NOSE GEAR	50-0342-1	5000	USD
TCAS TRANSMITTER	822-1293-033 	60000	USD
PM AIOP MODULE	7028432-1902	30000	USD
SEAL, O-RING	NAS1611-240	3.43	USD
HEADBAND ASSY	33-04-00008	101.4	USD
PACKING	MS29513-008	1.5	USD
FLASHLIGHT AND BRACKET	P2-07-0001-201	215.46	USD
Tripod Jacks 	02-0536С0110	4238.35	USD
Tripod Jacks 	02-0536С0110	3748.55	USD
CONTROLLER, BLEED MANAGEMENT	GG546-1017-13	13000	USD
CONTROLLER, BLEED MANAGEMENT	GG546-1017-13	52500	USD
 PIN CONTACT 	M39029/1-101	150.56	USD
 PIN CONTACT 	M39029/1-101	3.96	USD
Tube Assy Electrically Heated, LH	       50-384040-3	3544.72	USD
HPSOV	802170-10	23100	USD
TCAS TRANSMITTER	822-1293-033 	46000	USD
ISOLATION VALVE	3957A0000-02	9950	USD
ISOLATION VALVE	3957A0000-02	6500	USD
STRUT ASSY-INTERCONNECTING	D5757032200200	6000	USD
VHF PANEL	G7404-124	6500	USD
VHF PANEL	G7404-124	12000	USD
VHF PANEL	G7404-124	6750	USD
RECEIVER-ADF	066-50014-0202	1500	USD
RECEIVER-ADF	066-50014-0202	6200	USD
PORTABLE WATER FIREX BOTTLE	892480	3950	USD
PORTABLE WATER FIREX BOTTLE	892480	2750	USD
PORTABLE WATER FIREX BOTTLE	892480	8251.1	USD
LATCH	A23001-3-5S 	626.26	USD
SWITCH	11-6537-9	4745	USD
ADF ANTENNA	622-7383-001	6500	USD
ADF ANTENNA	622-7383-001	6800	USD
ADF ANTENNA	622-7383-001	5450	USD
PRESSURE REGULATOR AND SHUTOFF VALVE	3214552-6	67500	USD
TCAS DIRECTIONAL ANTENNA	7514081-902	10000	USD
TCAS DIRECTIONAL ANTENNA	7514081-902	14500	USD
HARNESS ASSY	CN1159-101	22713.08	USD
BALL NUT AND SCREW ASSY	07311P000-02	6500	USD
VALVE OUTLINE	3291766-2	30000	USD
ACTUATOR-TWIN MOTOR	HTE190001-2	1500	USD
ACTUATOR-TWIN MOTOR	HTE190001-2	1150	USD
ACTUATOR-TWIN MOTOR	HTE190001-2	1490	USD
ACTUATOR-TWIN MOTOR	HTE190001-2	5250	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	69000	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	95000	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	88000	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	72500	USD
BODY AND TUBE ASSEMBLY	807803-01	989.31	USD
VALVE-HIGH FLOW	2040020-103	37950	USD
EGPWS COMPUTER	965-0976-060-214-214	16500	USD
LATCH	A23001-3-5S 	501.01	USD
VHF PANEL	G7404-124	7000	USD
ACTUATOR-TWIN MOTOR	HTE190001-2	1400	USD
TCAS DIRECTIONAL ANTENNA	7514081-902	18500	USD
ADF ANTENNA	622-7383-001	7000	USD
CARTRIDGE, FIREX	897776−01	966	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	64750	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	54700	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	70000	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	69000	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	64000	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	66750	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	61450	USD
PANE-OUTER	65-45791-4	560	USD
STRIP TRIM	411N1102-32BCGF	556.8	USD
TELEX AIRMAN HEADSET	301317-000	736.96	USD
HARNESS ASSY	CN1159-101	19218.76	USD
" 	LIGHT SUBASSY"	" 	72326962-001"	9011.39	USD
HARNESS ASSY-ECS VA	642W9958-503	23500	USD
HARNESS ASSY-ECS VA	642W9958-503	21000	USD
Mask, Oxygen	MF10-08-01	3950	USD
Mask, Oxygen	MF10-08-01	2795	USD
VALVE-HIGH FLOW	2040020-103	31000	USD
VALVE-HIGH FLOW	2040020-103	18460	USD
SWITCH - LOW OIL PRESSURE	DHCSC70019-15  	1850	USD
ADF ANTENNA	622-7383-001	9000	USD
ADF ANTENNA	622-7383-001	2500	USD
SENSOR	35712-80	7097.72	USD
PM AIOP MODULE	7028432-1902	40000	USD
PANE-OUTER	65-45791-4	560	USD
BRACKET ASSY	272W6160-1	4006.35	USD
SWITCH, HYDRAULIC FLUID TEMPERATURE 	2381H000-001	19500	USD
SWITCH, HYDRAULIC FLUID TEMPERATURE 	2381H000-001	29400	USD
VALVE OUTLINE	3291766-2	33000	USD
VHF PANEL	G7404-124	7400	USD
VHF PANEL	G7404-124	9500	USD
Actuator	D23090000-6	2875	USD
ACTUATOR-TWIN MOTOR	HTE190001-2	1700	USD
BALL NUT AND SCREW ASSY	07311P000-02	4800	USD
PORTABLE WATER FIREX BOTTLE	892480	4000	USD
VHF ANTENNA	10-105-31A-N-2	1350	USD
VHF ANTENNA	10-105-31A-N-2	1375	USD
VALVE-LPT ACC	2123M21P04	40000	USD
VALVE	4404B000-004	23000	USD
VALVE OUTLINE	3291766-2	18000	USD
AC POWER MODULE	5916092-2	41000	USD
BRAKE ASSY - CARBON MESSIER-BUGATTI	C20633000	51950	USD
CRANK	69B82385-1	4995	USD
SWITCH - LOW OIL PRESSURE	DHCSC70019-15  	1150	USD
PORTABLE WATER FIREX BOTTLE	892480	5695	USD
PORTABLE WATER FIREX BOTTLE	892480	1499	USD
AC POWER MODULE	5916092-2	28747	USD
LIGHT TAXI - NOSE GEAR	50-0342-1	5378.43	USD
ACTUATOR ASSY-FLAP 3L,4L	C158388-1	35000	USD
LATCH	A23001-3-5S 	1500	USD
TUBE ASSY	3885017-1	6000	USD
FILTER	EV949000	49.43	USD
RIVET	NAS1739C4-3  	29.06	USD
 SEAL – OUTER	642-4002-17	12089	USD
LINING	232A1503-9	7013.25	USD
SENSOR-TEMPERATURE	466-8	3872.4	USD
SWITCH 	C24828000  	10000	USD
SWITCH 	C24828000  	43089	USD
CONTROLLER	071-01596-0201 	76655.8	USD
CONTROLLER	071-01596-0201 	65452.26	USD
TRANSFORMER	55-2575-3	3287.23	USD
HOUSING	66-3397-3	8247.19	USD
TANK UNIT 1 AND 2	20200-0205	1500	USD
TANK UNIT 1 AND 2	20200-0205	1850	USD
LUG ASSY	65C34325-2	5025.7	USD
SNUBBER ASSY	65-2346-5	9400.5	USD
INDICATOR	622-7998-003	7250	USD
INDICATOR	622-7998-003	5200	USD
AUTOTHROTTLE COMPUTER	755SUE2-4	4950	USD
AUTOTHROTTLE COMPUTER	755SUE2-4	3750	USD
SCREW, MACHINE	2614478	125.51	USD
PIN INDICATOR	5011211	518.32	USD
ACTUATOR-FAN DUCT COWL	S315A103-7	9750	USD
ACTUATOR-FAN DUCT COWL	S315A103-7	9750	USD
ACCESSORY UNIT ASSY - ENG	65-73606-170	2950	USD
UNIT	20200-0304	5825.41	USD
THRUST REVERSER NON LOCKING ACTUATOR	315A2800-2	5500	USD
THRUST REVERSER NON LOCKING ACTUATOR	315A2800-2	36675	USD
THRUST REVERSER NON LOCKING ACTUATOR	315A2800-2	7000	USD
THRUST REVERSER NON LOCKING ACTUATOR	315A2800-2	5590	USD
COLLAR	HL70-5	109.16	USD
VALVE ASSY-FLUSH ORBITAL	14330-050	3200	USD
VALVE ASSY-FLUSH ORBITAL	14330-050	4500	USD
VALVE ASSY-FLUSH ORBITAL	14330-050	7500	USD
VALVE ASSY-FLUSH ORBITAL	14330-050	1050	USD
INDICATOR-STBY HORIZ	H341ANM1	12500	USD
INDICATOR-STBY HORIZ	H341ANM1	7140	USD
INDICATOR-STBY HORIZ	H341ANM1	8650	USD
INDICATOR-STBY HORIZ	H341ANM1	10500	USD
INDICATOR-STBY HORIZ	H341ANM1	1000	USD
PROBE, PULSE PICK-UP	3033509	2500	USD
PROBE, PULSE PICK-UP	3033509	4500	USD
TRANSFORMER	55-2575-3	2606.3	USD
AUTOTHROTTLE COMPUTER	755SUE2-4	4000	USD
COMPUTER-FLIGHT CTRL	622-8757-106	1750	USD
COMPUTER-FLIGHT CTRL	622-8757-106	2750	USD
COMPUTER-FLIGHT CTRL	622-8757-106	2800	USD
CABIN SUPPLY DUCT	190-55086-405	2714	USD
ULTRASONIC SENSOR	7700953	12200	USD
ACTUATOR-FAN DUCT COWL	S315A103-7	11500	USD
RAT-RAM AIR TURBINE	766352B	124000	USD
RAT-RAM AIR TURBINE	766352B	80000	USD
INDICATOR	622-7998-003	6000	USD
INDICATOR-STBY HORIZ	H341ANM1	9000	USD
CONTROLLER	071-01596-0201 	4500	USD
VALVE, COWL ANTI-ICE.	300013000-003	9000	USD
ACTUATOR-FAN DUCT COWL	S315A103-7	9750	USD
ACCESSORY UNIT ASSY - ENG	65-73606-170	2550	USD
TUBE ASSY	65-67389-137	7250	USD
RAT-RAM AIR TURBINE	766352B	135000	USD
INDICATOR-STBY HORIZ	H341ANM1	9900	USD
INDICATOR-STBY HORIZ	H341ANM1	9650	USD
PROBE, PULSE PICK-UP	3033509	8395	USD
HOSE	AS1591-06-0430A	250	USD
WINDOW ASSY, SIDE, LHS 	178600-09 	48275	USD
WINDOW ASSY, SIDE, RHS	178600-10	48275	USD
COMPUTER-FLIGHT CTRL	622-8757-106	7500	USD
VALVE ASSY-FLUSH ORBITAL	14330-050	1500	USD
CONTROLLER	071-01596-0201 	19250	USD
SENSOR	3876255-2	7500	USD
HYDRAULIC PUMP	350880-7 or 350880-6	8000	USD
HYDRAULIC PUMP	350880-7 or 350880-6	3240	USD
HYDRAULIC PUMP	350880-7 or 350880-6	6600	USD
HYDRAULIC PUMP	350880-7 or 350880-6	4500	USD
CONTROLLER - HIGH PRESSURE AND IP BLEED	C8E38-15	29150	USD
CONTROLLER - HIGH PRESSURE AND IP BLEED	C8E38-15	16000	USD
" 	HEAT, EXCHANGER-OIL FUEL MAIN"	11-841193-4	6000	USD
" 	HEAT, EXCHANGER-OIL FUEL MAIN"	11-841193-4	4000	USD
" 	HEAT, EXCHANGER-OIL FUEL MAIN"	11-841193-4	5050	USD
UNIT ASSY-FLAT PNL	4091900-944	144577.5	USD
UNIT ASSY-FLAT PNL	4091900-944	41195	USD
STARTER,PNEUMATIC 	790425A8	80000	USD
STARTER,PNEUMATIC 	790425A8	136000	USD
VALVE-STARTER	3291556-3	19500	USD
VALVE-STARTER	3291556-3	36500	USD
VALVE-STARTER	3291556-3	31500	USD
VALVE-STARTER	3291556-3	20000	USD
CLAMP SET TE FLAP TORQUE TUBE	A27099-1	1520	USD
CLAMP SET TE FLAP TORQUE TUBE	A27099-1	1040	USD
PUMP	63169	1850	USD
PUMP	63169	4250	USD
STARTER	519858-8	7000	USD
STARTER	519858-8	10525	USD
HYDRAULIC PUMP	350880-7 or 350880-6	4195	USD
COMPUTER, FLIGHT GUIDANCE	7003974-606	23000	USD
CONTACTOR PROP ANTI ICE	101CC01A02	1000	USD
PLENUM	2215629-1	18000	USD
VALVE-STARTER	3291556-3	43500	USD
PLENUM	2215629-1	22500	USD
FITTING	1728B	1	USD
STARTER,PNEUMATIC 	790425A8	91250	USD
FDIMU-FLT DATA INTERFACE MANAG UNIT	ED48A200WR	89500	USD
HEADSET, CREW AIRMAN	64300-200	405.38	USD
HEADSET, CREW AIRMAN	64300-200	353.21	USD
VALVE-STARTER	3291556-3	33000	USD
   BRAKE OVERHAUL KIT	        304-333	3266.55	USD
   BRAKE OVERHAUL KIT	        304-333	2821.24	USD
ELT	01N65900	3500	USD
EMERGENCY LOCATOR BEACON	01N65900	3500	USD
ELT	01N65900	6125	USD
EMERGENCY LOCATOR BEACON	01N65900	6125	USD
ELT	01N65900	7276	USD
EMERGENCY LOCATOR BEACON	01N65900	7276	USD
BOLT	MS9556-12	6.81	USD
BOLT	MS9556-12	1.84	USD
BOLT	MS9556-12	4.12	USD
BOLT	MS9556-06	2.77	USD
BOLT	MS9556-06	1.97	USD
HEATER-WATER	24E507040G01	9115.08	USD
HEATER-WATER	24E507040G01	2795	USD
HEATER-WATER	24E507040G01	3300	USD
SENSOR	3876223-1	11050	USD
FITTING	1728B	1.32	USD
WINDOW - SLIDING	SPSA340-3-1-1	12277.8	USD
WINDOW - SLIDING	SPSA340-3-1-1	6000	USD
CLAMP SET TE FLAP TORQUE TUBE	A27099-1	1100	USD
TOP KIT	171-54352-601	1560	USD
SENSOR	3876223-1	17086.25	USD
PLATE	69-76409-5	5081.25	USD
WASHER-CUP	305-086-201-0	22.37	USD
AIRCRAFT ESPRESSO COFFEE MAKER	AL-EX15-200E-17	9500	USD
IGV COMPRESSOR STATOR SHROUD	1475M30G03	3100	USD
LEAD	3876132-12	3237.85	USD
Lock safety actuator mlg	460007280 	564.3	USD
Lock safety actuator mlg	460007280 	279	USD
Lock safety actuator mlg	460007280 	450	USD
Lock safety actuator mlg	460007280 	555	USD
MOTOR ASSY	14330-062	4999	USD
MODULE	69-73713-20	2000	USD
MODULE	69-73713-20	2100	USD
MODULE	69-73713-20	2250	USD
PANEL ASSY - BUS PROTECTION	915F213-3	1000	USD
PANEL ASSY - BUS PROTECTION	915F213-3	1500	USD
PANEL ASSY - BUS PROTECTION	915F213-3	1450	USD
PANEL ASSY - BUS PROTECTION	915F213-3	2500	USD
T/R CONTROL VALVE MODULE	3810056-109	14500	USD
T/R CONTROL VALVE MODULE	3810056-109	9100	USD
PRESSURE SWITCH	7G110-5	3762	USD
PRESSURE SWITCH	7G110-5	2295	USD
PRESSURE SWITCH	7G110-5	3605.36	USD
TAI VALVE ASSY	3215618-4	77000	USD
TAI VALVE ASSY	3215618-4	71500	USD
VALVE-ELECTROPNEUMATIC OUTFLOW	2095F030800	14500	USD
HEATER-WATER	24E507040G01	1500	USD
UNIT ASSY-FLAT PNL	4091900-944	31000	USD
PUMP	63169	7400	USD
PUMP	63169	4750	USD
VALVE-STARTER	3291556-3	42000	USD
ADF ANTENNA	622-7383-001	5550	USD
TCAS DIRECTIONAL ANTENNA	7514081-902	8500	USD
FAUCET,WALL MOUNT,LAVATORY	CDSP4104-5	9500	USD
TUBE ASSEMBLY	GA30728-1	12375	USD
STARTER	519858-8	10000	USD
TAI VALVE ASSY	3215618-4	75000	USD
AUTO SPEED BRAKE ACTUATOR	R5303M1-1	7500	USD
INDICATOR, FUEL QTY	2101-01-2	12000	USD
SHEET, CELLULAR SILICONE	FPC-1/16	310.96	USD
HYDRAULIC PUMP	350880-7 or 350880-6	6000	USD
WARNING STREAMER	NAS1756-24	6.6	USD
RING-SEALING	D5725125720200	82.43	USD
Сartridge 	30903891	2477.41	USD
LATCH ASSY	1973L07-1K	132.75	USD
ACTUATOR ASSY, SOV	2950004-101	18000	USD
WASHER,LOCK,FLAT	MS35333-134	1.35	USD
SENSOR, DP LEVEL	7700719	18685	USD
SENSOR, DP LEVEL	7700719	6000	USD
GASKET	7600123	2085	USD
VALVE, FLOW, CONTROL	GG436-2006-11	11500	USD
PCU, AILERON	376000-1009	27500	USD
PAD ASSY MOLDED, GRAY	114-389031-7	1750	USD
M660X COMBINER	1500-3110-003	208500	USD
HYDRAULIC PUMP	350880-7 or 350880-6	3000	USD
SMOKE DETECTOR	8930-223B90H014	5750	USD
PANEL ASSY - BUS PROTECTION	915F213-3	380	USD
PANEL ASSY - BUS PROTECTION	915F213-3	1500	USD
PANEL ASSY - BUS PROTECTION	915F213-3	350	USD
MASK & REGULATOR, OXYGEN	MC10-35-101	3500	USD
CLAMP SET TE FLAP TORQUE TUBE	A27099-1	2100	USD
T/R CONTROL VALVE MODULE	3810056-109	18000	USD
T/R CONTROL VALVE MODULE	3810056-109	2000	USD
 VALVE	3202130-3	4950	USD
MODULE	69-73713-20	2750	USD
HYDRAULIC TUBE	15E0804005	10500	USD
HYDRAULIC TUBE	15E0804005	15700	USD
VALVE-STARTER	3291556-3	36500	USD
" 	HEAT, EXCHANGER-OIL FUEL MAIN"	11-841193-4	3395	USD
PUMP	63169	3950	USD
GAS PATH DE-ICER	31P172-33-1	7500	USD
NLG DOOR ACTUATOR	1081100-3	4300	USD
WINDOW - SLIDING	SPSA340-3-1-1	10000	USD
INDICATOR, FUEL QTY	2101-01-2	9800	USD
SENSOR	3876223-1	9500	USD
SENSOR-SPEED, APU	3876223-1	9500	USD
TUBE ASSEMBLY	GA30728-1	9750	USD
PANEL-ATC/TCAS CONT	G6992-02	7500	USD
RING-SEALING	D5725125720200	306.67	USD
Sensor mat	CVP1723	465.1	USD
Jacking pad	G601R071001-1	1186.31	USD
FWD FUSELAGE	02-0527-0140	5453.9	USD
Rear fuselage support 	03-5828-0000	2297.52	USD
EFD-4076 	622-9810-016	8700	USD
EFD-4076 	622-9810-016	4250	USD
TIRE MLG	382K02-1	3000	USD
TIRE MLG	382K02-1	4169.11	USD
STARTER	63506083-4	440000	USD
SMOKE DETECTOR	2156-656A	1200	USD
SMOKE DETECTOR	2156-656A	1750	USD
SMOKE DETECTOR	2156-656A	6450	USD
TRANSCEIVER, ALTIMETER RADIO, ALT−1000	622−2855−011 	4250	USD
TRANSCEIVER, ALTIMETER RADIO, ALT−1000	622−2855−011 	3650	USD
TRANSCEIVER, ALTIMETER RADIO, ALT−1000	622−2855−011 	3950	USD
TRANSCEIVER, ALTIMETER RADIO, ALT−1000	622−2855−011 	2330	USD
TRANSCEIVER, ALTIMETER RADIO, ALT−1000	622−2855−011 	2650	USD
TRANSCEIVER, ALTIMETER RADIO, ALT−1000	622−2855−011 	2275	USD
" 	SEPARATOR-AIR OIL"	337-108-520-0	27500	USD
FAN	732591F	7000	USD
ACTUATOR-BAG DOORS	170-69819-907	9809.84	USD
ACTUATOR-BAG DOORS	170-69819-907	6200	USD
SENSOR	3876223-1	17086.25	USD
SENSOR-SPEED, APU	3876223-1	17086.25	USD
FUEL TEMPERATURE SENSOR	102-00099	3017.25	USD
FUEL TEMPERATURE SENSOR	102-00099	2701.43	USD
UPPER ANTI-ICE DUCT	238-0602-503	15000	USD
FUEL TEMPERATURE SENSOR	102-00099	1899.34	USD
COMBUSTOR UNIT ASSY	3604524-54	10500	USD
RECIRCULATION FAN	AE1012B00	15715	USD
VALVE-TURBINE INLET CONTROL O-RING	2214805-4	33000	USD
VALVE-TURBINE INLET CONTROL O-RING	2214805-4	30000	USD
FAN	732591F	2600	USD
COMBUSTOR UNIT ASSY	3604524-54	6500	USD
COMBUSTOR UNIT ASSY	3604524-54	8600	USD
FAN ASSY	801240-4	6750	USD
FAN ASSY	801240-4	3510	USD
FAN ASSY	801240-4	9400	USD
FAN ASSY	801240-4	9500	USD
FAN ASSY	801240-4	8500	USD
VALVE-SURGE CONTROL, APU	3291238-2	22500	USD
VALVE-SURGE CONTROL, APU	3291238-2	14000	USD
VALVE-SURGE CONTROL, APU	3291238-2	20000	USD
VALVE-SURGE CONTROL, APU	3291238-2	15000	USD
ENGINE FIRE EXTINGUISHER	33700002	7000	USD
ENGINE FIRE EXTINGUISHER	33700002	8000	USD
ENGINE FIRE EXTINGUISHER	33700002	5895	USD
ENGINE FIRE EXTINGUISHER	33700002	10200	USD
ENGINE FIRE EXTINGUISHER	33700002	8000	USD
NLG AFT DOOR ASSY	S5287660201600	12500	USD
NLG AFT DOOR ASSY	S5287660201600	30000	USD
VHF/COMM CONTROL PANEL	822-2175-003	5450	USD
COCPIT VOICE RECORDER	2100-1020-00	53374.34	USD
RELAY - SEALED 50AMP	H-X9A-101	6085.91	USD
COCPIT VOICE RECORDER	2100-1020-02	12500	USD
COCPIT VOICE RECORDER	2100-1020-00	12500	USD
COCPIT VOICE RECORDER	2100-1020-02	13500	USD
COCPIT VOICE RECORDER	2100-1020-00	12500	USD
CONTROLLER-DIGITAL	22250F100200	9750	USD
CONTROLLER-DIGITAL	22250F100200	8000	USD
VALVE-SURGE CONTROL, APU	3291238-2	15000	USD
COMBUSTOR UNIT ASSY	3604524-54	2000	USD
COMBUSTOR UNIT ASSY	3604524-54	14500	USD
COMBUSTOR UNIT ASSY	3604524-54	18500	USD
DETECTOR ASSY FIRE 	902014-01	42200	USD
HYDRAULIC PUMP	350880-7 or 350880-6	4500	USD
HYDRAULIC PUMP	350880-7 or 350880-6	8250	USD
EXTRACTOR - NOSE SPINNER FAIRING	HU35451	215	USD
EXTRACTOR - NOSE SPINNER FAIRING	HU35451	758	USD
EXTRACTOR - NOSE SPINNER FAIRING	HU35451	120	USD
VHF/COMM CONTROL PANEL	822-2175-003	10500	USD
ACTUATOR INPUT/OTPUT PROCESSOR MODULE	7028432-1902	25000	USD
ACTUATOR INPUT/OTPUT PROCESSOR MODULE	7028432-1902	30500	USD
ACTUATOR INPUT/OTPUT PROCESSOR MODULE	7028432-1902	29500	USD
EFD-4076 	622-9810-016	6500	USD
EFD-4076 	622-9810-016	13500	USD
TRANSCEIVER, ALTIMETER RADIO, ALT−1000	622−2855−011 	2450	USD
